n1 n2 n3 n4 m1 m2 m3 m4   <n1n2|C|n3n4>            <n1n2|C|n4n3>            <n1n2|B|n3n4>            <1n2|B|n4n3>            Total
31 34 30 34 -1  3  1  1    0.1419341441376513e-02   0.0000000000000000e+00   0.1057597035782807e-07  -0.7905722327579984e-08   0.1419359923069198e-02
34 34 30 34 -1 -3 -1 -3   -0.9514269368016990e-04   0.9514269368016988e-04  -0.3012173711899314e-08   0.3012173711899315e-08  -0.1902914117077636e-03
31 34 30 31 -3  3  1 -1    0.2005111809012660e-02   0.1148445472021234e-02  -0.7011857513383959e-08  -0.3194169587565961e-07   0.8566912668297877e-03
34 31 30 31  1  1  1  1   -0.1148445472021235e-02  -0.1002555904506330e-02   0.1064723195855320e-07   0.1593637032338547e-07  -0.1458948566532704e-03
29 34 29 31 -1  3  1  1    0.0000000000000000e+00   0.3286539627160585e-02  -0.1571604602165608e-06  -0.3769204002694762e-06  -0.3286319867220532e-02
30 34 30 31 -1  3  1  1    0.0000000000000000e+00  -0.1376773188458760e-02  -0.6834024532550753e-07   0.2508666453227147e-08   0.1376702339546981e-02
31 33 30 33  3 -1  1  1    0.0000000000000000e+00   0.0000000000000000e+00  -0.7601177907002606e-07   0.2265763093675381e-07  -0.9866941000677988e-07
33 29 31 29  1  1  1  1    0.0000000000000000e+00  -0.4397230186433111e-02   0.6688953704357220e-07   0.4541735376541876e-06   0.4396842902432501e-02
33 30 31 30  1 -1  1 -1    0.0000000000000000e+00   0.0000000000000000e+00   0.2495759851739321e-08   0.4874629155193511e-07  -0.4625053170019578e-07
33 32 31 32  1 -1  1 -1    0.0000000000000000e+00  -0.1227961226099948e-01   0.1637613844898111e-07  -0.3016419424999687e-06   0.1227993027908043e-01
32 33 31 32 -1  1 -1  1    0.1227961226099949e-01   0.0000000000000000e+00   0.3016419424999688e-06  -0.1637613844898111e-07   0.1227993027908044e-01
30 34 31 31 -1  3  3 -1   -0.2005111809012658e-02  -0.1002555904506330e-02  -0.7011857513383954e-08   0.3378539594338849e-07  -0.1002596701759785e-02
33 34 30 34 -1  3  1  1    0.0000000000000000e+00  -0.4628740762270923e-04   0.1944943613176186e-08   0.8943927826491322e-09   0.4628845817353975e-04
33 34 30 34 -1  3 -1  3    0.6783301433317397e-03   0.1068961890042443e-03  -0.1684370577938871e-08  -0.1625629668753683e-08   0.5714338955865862e-03
33 31 31 31  1  3  1  3   -0.1880594582445769e-02   0.1880594582445769e-02   0.5528939587087484e-07  -0.5528939587087485e-07  -0.3761078586099796e-02
33 31 31 31  1 -1  1 -1    0.1880594582445769e-02   0.0000000000000000e+00  -0.1842979862362495e-07   0.3685959724724989e-07   0.1880539293049898e-02
33 34 31 34  1 -3  1 -3   -0.1207729881694710e-02  -0.5575857270648947e-03   0.4008588395738017e-08   0.4249138631311139e-08  -0.6501443951800511e-03
33 34 30 31  1  1 -1  3    0.0000000000000000e+00   0.1480704808557127e-03   0.7420308427311885e-08   0.1324774525478826e-08  -0.1480643853218109e-03
33 34 30 31 -1  3 -1  3    0.3162022458901744e-02  -0.3419541279243319e-03  -0.6426175601967849e-08  -0.8689601697081339e-08   0.3503978850252171e-02
33 34 30 30 -1  1  1 -1    0.0000000000000000e+00   0.0000000000000000e+00   0.1034465647581333e-07   0.1034465647581333e-07  -0.1654361225106055e-23
34 31 30 31  1 -1  1 -1   -0.1148445472021235e-02   0.0000000000000000e+00  -0.1064723195855320e-07   0.2486088313338697e-07  -0.1148480980136327e-02
31 34 30 31  1  3  1  3    0.1002555904506330e-02  -0.1148445472021235e-02   0.3378539594338849e-07  -0.3194169587565962e-07   0.2151067103619384e-02
30 31 30 31  1  1 -1  3    0.0000000000000000e+00  -0.7589048370891036e-02  -0.6792752637186926e-06   0.4491226655653237e-07   0.7588324183360760e-02
32 34 32 34 -1  3 -1  3    0.1031167001529434e+00   0.0000000000000000e+00   0.3150493035584395e-07  -0.1145855408799676e-07   0.1031167431164279e+00
29 33 29 31  1  1 -1  3    0.0000000000000000e+00   0.7616226095477715e-02  -0.1158560766542275e-06  -0.7866516426703497e-06  -0.7615555299911698e-02
29 33 29 31 -1 -1  1 -3    0.0000000000000000e+00  -0.7616226095477715e-02   0.1158560766542275e-06   0.7866516426703497e-06   0.7615555299911698e-02
33 29 31 29 -1 -1 -1 -1    0.0000000000000000e+00   0.4397230186433111e-02  -0.6688953704357220e-07  -0.4541735376541876e-06  -0.4396842902432501e-02
30 34 29 29  1 -1  1 -1   -0.3873299786662138e-02  -0.3873299786662137e-02  -0.3696394449528452e-06  -0.3696394449528451e-06  -0.8031989922338903e-18
30 34 29 29 -1  1  1 -1    0.3873299786662137e-02   0.3873299786662138e-02   0.3696394449528451e-06   0.3696394449528452e-06  -0.9316303628613236e-18
30 34 31 31 -1 -3 -1 -3   -0.1002555904506330e-02   0.1002555904506330e-02  -0.4079725345677244e-07   0.4079725345677245e-07  -0.2005193403519573e-02
34 34 29 32  3 -1  1  1   -0.9406928080548906e-04  -0.9406928080548906e-04  -0.6320334495025399e-07  -0.6320334495025399e-07  -0.1725498757785616e-20
33 34 31 34  1 -3 -3  1   -0.2415459763389419e-02  -0.2787928635324475e-03   0.0000000000000000e+00   0.4838018590077506e-08  -0.2136671737875562e-02
33 31 31 31  1 -3  1 -3   -0.1880594582445769e-02  -0.3761189164891535e-02  -0.5528939587087482e-07   0.1372037106954982e-23   0.1880539293049896e-02
33 34 31 34  1 -1  1 -1    0.1207729881694710e-02   0.0000000000000000e+00   0.1336196131912673e-08  -0.1808966182947957e-08   0.1207733026857025e-02
33 34 31 34  1 -1 -1  1    0.0000000000000000e+00   0.2787928635324475e-03  -0.2672392263825345e-08  -0.1220086224181593e-08  -0.2787943158384871e-03
33 34 31 34  1 -1  3 -3   -0.1207729881694710e-02  -0.5575857270648948e-03   0.4008588395738018e-08   0.4249138631311140e-08  -0.6501443951800508e-03
31 33 31 31 -1  1  3 -3   -0.3761189164891538e-02  -0.1880594582445769e-02   0.1372037106954983e-23  -0.5528939587087484e-07  -0.1880539293049898e-02
31 34 31 34 -3  3 -3  3    0.1066999237574136e+00   0.0000000000000000e+00   0.9144929564300471e-07  -0.1933302152064148e-07   0.1067000345397307e+00
33 34 30 31  1 -3  1 -3    0.3162022458901744e-02  -0.3419541279243319e-03  -0.6426175601967847e-08  -0.8689601697081339e-08   0.3503978850252171e-02
34 34 30 34  1  3  1  3    0.9514269368016992e-04  -0.9514269368016988e-04   0.3012173711899315e-08  -0.3012173711899315e-08   0.1902914117077636e-03
31 34 30 31 -1  3  1  1    0.1736477764033136e-02   0.0000000000000000e+00   0.1545770961972190e-07  -0.3688309342437048e-07   0.1736530104836180e-02
34 32 31 32  3 -1  3 -1    0.9883386515050526e-02   0.0000000000000000e+00   0.8651548911091680e-08  -0.1148037871876376e-07   0.9883406646978156e-02
31 34 31 34  1  1  3 -1    0.0000000000000000e+00   0.0000000000000000e+00  -0.6295637771319221e-07  -0.2027975066031596e-07  -0.4267662705287626e-07
32 34 32 34 -1  3  1  1    0.0000000000000000e+00   0.2289116738314641e-02  -0.3637876004349383e-07  -0.7822039438775434e-07  -0.2289074896680296e-02
29 33 29 31 -1  1  1 -1    0.0000000000000000e+00  -0.4397230186433111e-02   0.6688953704357217e-07   0.4541735376541876e-06   0.4396842902432501e-02
30 34 31 31  1  3  3  1   -0.1002555904506330e-02   0.1002555904506330e-02  -0.4079725345677245e-07   0.4079725345677245e-07  -0.2005193403519573e-02
33 29 31 29  1 -1  1 -1    0.0000000000000000e+00   0.4397230186433110e-02  -0.6688953704357220e-07  -0.4541735376541876e-06  -0.4396842902432499e-02
33 34 31 34  1 -1 -3  3   -0.2415459763389419e-02  -0.2787928635324475e-03   0.0000000000000000e+00   0.4838018590077506e-08  -0.2136671737875562e-02
33 34 31 34  1  1  3 -1    0.0000000000000000e+00  -0.4828834044258156e-03   0.4628719178699511e-08   0.2113251329897391e-08   0.4828859198936645e-03
31 33 31 31  1  1  3 -1   -0.3257285365234851e-02   0.0000000000000000e+00   0.3192134758938137e-07  -0.6384269517876275e-07  -0.3257189601192082e-02
33 34 31 34  1  1 -1  3   -0.2091849516914388e-02   0.0000000000000000e+00  -0.2314359589349754e-08   0.3133221338039799e-08  -0.2091854964495315e-02
33 34 31 34  1  3  3  1    0.1207729881694710e-02  -0.2787928635324476e-03   0.4008588395738019e-08  -0.5888799587663639e-09   0.1486527342695512e-02
33 34 31 34  1  3  1  3   -0.1207729881694711e-02   0.2787928635324476e-03  -0.4008588395738018e-08   0.5888799587663647e-09  -0.1486527342695513e-02
33 34 30 31 -1 -1  1 -3    0.0000000000000000e+00   0.1480704808557127e-03   0.7420308427311885e-08   0.1324774525478826e-08  -0.1480643853218109e-03
34 34 33 34  1 -3  1 -3    0.1715768317447038e-02   0.3431536634894072e-02  -0.7194061032368482e-08   0.0000000000000000e+00  -0.1715775511508066e-02
33 34 31 31  1 -3  1 -3    0.9793921347415662e-04   0.1958784269483131e-03  -0.6408200161338373e-08   0.1661035764355179e-07  -0.9796223203196137e-04
34 34 30 34  3 -1  1  1    0.0000000000000000e+00   0.1647919794230166e-03  -0.3478158606821967e-08   0.1739079303410983e-08  -0.1647971966609268e-03
32 34 31 32 -1  3  1  1   -0.2682871891269182e-02   0.0000000000000000e+00  -0.1593771288702023e-06  -0.9989948185451988e-08  -0.2683021278449866e-02
30 34 31 31  1 -3  1 -3    0.1002555904506330e-02   0.2005111809012658e-02  -0.3378539594338848e-07   0.7011857513383954e-08  -0.1002596701759785e-02
31 33 31 33  3 -1  1  1    0.0000000000000000e+00  -0.2284272645384740e-02  -0.3191927654747177e-06   0.8591813337205424e-07   0.2283867534485893e-02
33 31 31 31 -1  3 -1  3    0.1880594582445769e-02   0.3761189164891535e-02   0.5528939587087484e-07  -0.1372037106954982e-23  -0.1880539293049895e-02
33 31 31 31 -1  1 -1  1   -0.1880594582445769e-02   0.0000000000000000e+00   0.1842979862362495e-07  -0.3685959724724989e-07  -0.1880539293049898e-02
33 34 31 34 -1 -3 -1 -3    0.1207729881694710e-02  -0.2787928635324476e-03   0.4008588395738017e-08  -0.5888799587663647e-09   0.1486527342695512e-02
33 34 31 34 -1 -3 -3 -1   -0.1207729881694710e-02   0.2787928635324475e-03  -0.4008588395738019e-08   0.5888799587663635e-09  -0.1486527342695512e-02
33 34 31 34 -1 -1  1 -3    0.2091849516914387e-02   0.0000000000000000e+00   0.2314359589349754e-08  -0.3133221338039798e-08   0.2091854964495315e-02
31 33 31 31 -1 -1  1 -3    0.0000000000000000e+00   0.3257285365234851e-02   0.6384269517876275e-07  -0.3192134758938137e-07  -0.3257189601192082e-02
33 34 31 34 -1 -1 -3  1    0.0000000000000000e+00   0.4828834044258155e-03  -0.4628719178699511e-08  -0.2113251329897389e-08  -0.4828859198936643e-03
33 34 31 34 -1  1  1 -1    0.0000000000000000e+00  -0.2787928635324475e-03   0.2672392263825345e-08   0.1220086224181593e-08   0.2787943158384871e-03
34 34 29 32  1 -3 -1 -1   -0.9406928080548907e-04  -0.9406928080548907e-04  -0.6320334495025400e-07  -0.6320334495025400e-07  -0.1712263867984767e-20
34 34 33 34  1 -3 -1 -1   -0.2971797899835235e-02   0.0000000000000000e+00  -0.4153493073604540e-08   0.8306986147209084e-08  -0.2971810360314456e-02
29 31 29 31  1 -3 -1 -1    0.0000000000000000e+00   0.1975163177614731e-01  -0.1087408916957174e-05  -0.2872948204939900e-05  -0.1974984623685932e-01
30 31 30 31 -1  1  1 -1    0.0000000000000000e+00  -0.8763078239654061e-02  -0.7843595127236826e-06   0.5186021837266038e-07   0.8762242019922964e-02
33 34 31 31  1 -1  1 -1   -0.9793921347415662e-04   0.0000000000000000e+00  -0.1320963848281399e-07   0.9808919322076184e-08  -0.9796223203196151e-04
34 34 30 34  3 -3  1 -1    0.9514269368016988e-04   0.1902853873603397e-03  -0.3012173711899314e-08   0.0000000000000000e+00  -0.9514570585388168e-04
30 34 31 31  1 -1  1 -1   -0.1002555904506330e-02   0.0000000000000000e+00  -0.1593637032338547e-07   0.2486088313338698e-07  -0.1002596701759787e-02
30 34 31 31  1 -1  3 -3    0.1002555904506330e-02   0.2005111809012659e-02  -0.3378539594338849e-07   0.7011857513383955e-08  -0.1002596701759786e-02
30 34 31 31  1  1  3 -1    0.0000000000000000e+00   0.1736477764033135e-02  -0.4306031270805841e-07   0.2760260308833649e-07  -0.1736548426948931e-02
31 34 31 34 -3  1 -1 -1    0.0000000000000000e+00   0.0000000000000000e+00  -0.6295637771319220e-07  -0.2027975066031596e-07  -0.4267662705287624e-07
32 34 32 34  1  1 -1  3    0.0000000000000000e+00   0.2289116738314640e-02  -0.3637876004349383e-07  -0.7822039438775434e-07  -0.2289074896680296e-02
29 34 29 33 -1  3  1  1    0.0000000000000000e+00   0.1100688283183673e-02   0.1927315052155341e-08  -0.9624289352403228e-07  -0.1100590112975097e-02
30 34 31 31 -1  1  3 -3   -0.2005111809012658e-02  -0.1002555904506330e-02  -0.7011857513383954e-08   0.3378539594338849e-07  -0.1002596701759785e-02
33 30 31 30  1  1  1  1    0.0000000000000000e+00   0.0000000000000000e+00  -0.2495759851739321e-08  -0.4874629155193512e-07   0.4625053170019580e-07
30 33 30 31  1  1 -1  3    0.0000000000000000e+00   0.0000000000000000e+00   0.4322782866703071e-08   0.8443105364851716e-07  -0.8010827078181409e-07
32 33 32 33  1  1  1  1    0.1515940083968297e+00   0.1114164134936367e-01  -0.4211216714681585e-07  -0.2279947256358763e-06   0.1404525529300245e+00
31 34 30 31  1 -1  1 -1   -0.1002555904506330e-02   0.0000000000000000e+00  -0.8924512810001509e-08   0.2129446391710641e-07  -0.1002586123483057e-02
34 34 30 34  1 -1  1 -1   -0.9514269368016990e-04   0.0000000000000000e+00  -0.1004057903966438e-08   0.2008115807932876e-08  -0.9514570585388180e-04
32 34 31 32  1  1  3 -1   -0.2682871891269182e-02   0.0000000000000000e+00  -0.1593771288702023e-06  -0.9989948185451988e-08  -0.2683021278449866e-02
30 34 31 31 -1 -1  1 -3   -0.1736477764033134e-02   0.0000000000000000e+00  -0.2760260308833648e-07   0.4306031270805840e-07  -0.1736548426948931e-02
32 34 32 34  1  1  1  1    0.1031167001529434e+00   0.2643244330144872e-02  -0.1050164345194798e-07  -0.1017796855997741e-06   0.1004735471008407e+00
33 34 30 31  1 -1  1 -1    0.3162022458901744e-02  -0.2564655959432492e-03  -0.2142058533989283e-08  -0.7924742768180589e-08   0.3418493837529227e-02
33 34 31 31  1 -1  3 -3    0.9793921347415659e-04   0.1958784269483132e-03  -0.6408200161338378e-08   0.1661035764355180e-07  -0.9796223203196146e-04
34 34 30 34  1 -3  1 -3    0.9514269368016990e-04   0.1902853873603396e-03  -0.3012173711899314e-08   0.0000000000000000e+00  -0.9514570585388161e-04
34 32 31 32  1  1  1  1    0.9883386515050526e-02  -0.3097913617251085e-02  -0.2883849637030560e-08  -0.1955132352305258e-06   0.1298149276168720e-01
30 34 31 31 -1  1  1 -1    0.0000000000000000e+00   0.1002555904506330e-02  -0.2486088313338698e-07   0.1593637032338547e-07  -0.1002596701759787e-02
32 34 29 31 -1 -3 -1 -3    0.2007370768757974e-02  -0.3047850882293968e-02  -0.1517966620287697e-07  -0.2776831423118640e-06   0.5055484154528052e-02
32 34 29 31  1 -3 -1 -1    0.0000000000000000e+00  -0.1759677527342261e-02  -0.1752796873687937e-07  -0.1628469826818385e-06   0.1759822846356206e-02
32 34 29 31 -1 -1 -1 -1    0.2007370768757974e-02  -0.2031900588195979e-02  -0.5059888734292326e-08  -0.1836633930237861e-06   0.4039449960458242e-02
32 33 31 32  1  1  3 -1   -0.2126891233329685e-01   0.0000000000000000e+00  -0.5224591701037158e-06   0.2836430382541748e-07  -0.2126946315677078e-01
33 31 31 31 -1 -3 -1 -3    0.1880594582445769e-02  -0.1880594582445769e-02  -0.5528939587087482e-07   0.5528939587087485e-07   0.3761078586099796e-02
33 34 31 34 -1  1 -1  1   -0.1207729881694710e-02   0.0000000000000000e+00  -0.1336196131912673e-08   0.1808966182947957e-08  -0.1207733026857025e-02
33 34 31 34 -1  1  3 -3    0.2415459763389419e-02   0.2787928635324476e-03   0.0000000000000000e+00  -0.4838018590077506e-08   0.2136671737875561e-02
33 34 31 31  1  1  3 -1    0.0000000000000000e+00   0.1696356937905737e-03  -0.1698954663318003e-07   0.2287976500185090e-07  -0.1696755631022087e-03
34 34 33 34 -1 -3 -1 -3   -0.1715768317447038e-02   0.1715768317447037e-02  -0.7194061032368482e-08   0.7194061032368484e-08  -0.3431551023016139e-02
32 34 29 31  1 -1 -1  1    0.0000000000000000e+00  -0.2031900588195979e-02  -0.2023955493716930e-07  -0.1880394985761556e-06   0.2032068388139618e-02
32 34 29 31 -1  1 -1  1    0.2007370768757974e-02  -0.1015950294097989e-02   0.5059888734292326e-08  -0.8964364373570826e-07   0.3023415766388433e-02
32 34 29 31  1  1 -1  3    0.0000000000000000e+00  -0.1759677527342261e-02  -0.1752796873687937e-07  -0.1628469826818385e-06   0.1759822846356206e-02
32 33 29 31 -1  1 -1  1    0.0000000000000000e+00  -0.1833149775960367e-03  -0.1276084702104791e-07  -0.1809713363255112e-06   0.1834831880853412e-03
32 33 29 31  1  1 -1  3    0.0000000000000000e+00  -0.3175108549846861e-03  -0.2210243538806893e-07  -0.3134515492294207e-06   0.3178022040985275e-03
33 32 31 32  1  1  1  1    0.0000000000000000e+00   0.1227961226099949e-01  -0.1637613844898111e-07   0.3016419424999688e-06  -0.1227993027908044e-01
31 33 31 31  1 -1  3 -3    0.1880594582445769e-02   0.3761189164891538e-02   0.5528939587087484e-07  -0.1372037106954983e-23  -0.1880539293049898e-02
33 34 31 34 -1  1 -3  3    0.1207729881694710e-02   0.5575857270648947e-03  -0.4008588395738019e-08  -0.4249138631311139e-08   0.6501443951800513e-03
33 34 31 34 -1  3  3 -1    0.2415459763389419e-02   0.2787928635324476e-03   0.0000000000000000e+00  -0.4838018590077506e-08   0.2136671737875561e-02
33 34 31 31  1  3  3  1   -0.9793921347415663e-04   0.9793921347415664e-04  -0.2301855780489018e-07   0.2301855780489018e-07  -0.1959244640639230e-03
31 34 31 34  1  1  1  1    0.1066999237574136e+00   0.3539853045549301e-02  -0.1875353240317417e-07  -0.1429215379113554e-07   0.1031600662504857e+00
31 34 31 34 -3  1 -3  1    0.1048137066610739e+00   0.4223322105738336e-03   0.2726091121493645e-07  -0.1306353707053440e-07   0.1043914147749484e+00
32 33 29 31 -1 -1 -1 -1    0.0000000000000000e+00  -0.1833149775960368e-03  -0.1276084702104791e-07  -0.1809713363255113e-06   0.1834831880853413e-03
32 33 29 31  1 -1 -1  1    0.0000000000000000e+00  -0.1833149775960368e-03  -0.1276084702104790e-07  -0.1809713363255113e-06   0.1834831880853413e-03
32 33 29 31 -1  1  1 -1    0.0000000000000000e+00   0.1833149775960368e-03   0.1276084702104790e-07   0.1809713363255113e-06  -0.1834831880853413e-03
33 34 30 31 -1  1  1 -1    0.0000000000000000e+00   0.1709770639621661e-03   0.8568234135957132e-08   0.1529717857801518e-08  -0.1709700254458880e-03
33 34 31 34 -1  3 -1  3    0.1207729881694711e-02   0.5575857270648947e-03  -0.4008588395738018e-08  -0.4249138631311139e-08   0.6501443951800515e-03
33 34 32 32  1 -1  1 -1   -0.3810940004383737e-02  -0.3810940004383737e-02  -0.1276433669011138e-06  -0.1276433669011137e-06  -0.6801409868656015e-18
33 34 31 31 -1 -3 -1 -3   -0.9793921347415662e-04   0.9793921347415663e-04  -0.2301855780489017e-07   0.2301855780489018e-07  -0.1959244640639230e-03
31 32 31 32  1 -1 -1  1    0.0000000000000000e+00   0.1523197003793948e-01  -0.1787386082150764e-06  -0.5367829832708188e-06  -0.1523161199356442e-01
32 34 29 31 -1  3 -1  3    0.2007370768757974e-02   0.0000000000000000e+00   0.1517966620287698e-07   0.4376105552369481e-08   0.2007381572318624e-02
31 33 31 33 -1 -1 -3  1    0.0000000000000000e+00  -0.2284272645384740e-02  -0.3191927654747177e-06   0.8591813337205423e-07   0.2283867534485894e-02
32 33 29 31  1  1  1  1    0.0000000000000000e+00   0.1833149775960368e-03   0.1276084702104791e-07   0.1809713363255113e-06  -0.1834831880853413e-03
32 33 29 31 -1 -1  1 -3    0.0000000000000000e+00   0.3175108549846861e-03   0.2210243538806893e-07   0.3134515492294207e-06  -0.3178022040985275e-03
32 33 29 31  1 -1  1 -1    0.0000000000000000e+00   0.1833149775960367e-03   0.1276084702104791e-07   0.1809713363255112e-06  -0.1834831880853412e-03
33 34 32 32 -1  1  1 -1    0.3810940004383737e-02   0.3810940004383737e-02   0.1276433669011137e-06   0.1276433669011138e-06  -0.1054608958890807e-17
33 34 31 31 -1 -1  1 -3   -0.1696356937905736e-03   0.0000000000000000e+00  -0.2287976500185089e-07   0.1698954663318002e-07  -0.1696755631022087e-03
33 34 31 31 -1  1  1 -1    0.0000000000000000e+00   0.9793921347415662e-04  -0.9808919322076186e-08   0.1320963848281399e-07  -0.9796223203196151e-04
29 31 29 31  1  1 -1  3    0.0000000000000000e+00   0.1975163177614731e-01  -0.1087408916957174e-05  -0.2872948204939900e-05  -0.1974984623685933e-01
31 34 31 34  1 -3  1 -3    0.1048137066610739e+00   0.4223322105738336e-03   0.2726091121493645e-07  -0.1306353707053440e-07   0.1043914147749484e+00
32 34 29 31  1 -3  1 -3    0.2007370768757974e-02   0.0000000000000000e+00   0.1517966620287697e-07   0.4376105552369481e-08   0.2007381572318624e-02
32 34 29 31 -1 -1  1 -3    0.0000000000000000e+00  -0.1759677527342261e-02  -0.1752796873687937e-07  -0.1628469826818385e-06   0.1759822846356206e-02
32 34 29 31  1 -1  1 -1    0.2007370768757974e-02  -0.1015950294097989e-02   0.5059888734292326e-08  -0.8964364373570826e-07   0.3023415766388433e-02
32 34 29 31 -1  1  1 -1    0.0000000000000000e+00  -0.2031900588195979e-02  -0.2023955493716930e-07  -0.1880394985761556e-06   0.2032068388139618e-02
33 34 30 31  1  1  1  1    0.3162022458901744e-02  -0.1709770639621661e-03   0.2142058533989283e-08  -0.7159883839279829e-08   0.3333008824806283e-02
33 34 31 31 -1  1  3 -3   -0.1958784269483131e-03  -0.9793921347415663e-04  -0.1661035764355179e-07   0.6408200161338378e-08  -0.9796223203196136e-04
31 34 31 34  1 -3 -3  1    0.1886217096339669e-02   0.3117520834975467e-02  -0.9666561998195352e-08   0.1047990278223076e-07  -0.1231323885100578e-02
31 34 31 34  1  1 -1  3    0.0000000000000000e+00   0.0000000000000000e+00  -0.6295637771319220e-07  -0.2027975066031597e-07  -0.4267662705287623e-07
32 34 29 31  1  1  1  1    0.2007370768757974e-02  -0.2031900588195979e-02  -0.5059888734292326e-08  -0.1836633930237861e-06   0.4039449960458242e-02
31 33 31 33 -1  1  1 -1    0.0000000000000000e+00  -0.2637650853430758e-02  -0.3685720581404188e-06   0.9920971486125140e-07   0.2637183071657756e-02
31 33 31 33  1  1  3 -1    0.0000000000000000e+00  -0.2284272645384740e-02  -0.3191927654747177e-06   0.8591813337205423e-07   0.2283867534485894e-02
33 34 30 31 -1  3  1  1    0.0000000000000000e+00   0.1480704808557127e-03   0.7420308427311885e-08   0.1324774525478826e-08  -0.1480643853218109e-03
33 34 30 31  1  3  1  3    0.3162022458901744e-02  -0.8548853198108306e-04   0.6426175601967849e-08  -0.6395024910379071e-08   0.3247523812083340e-02
30 34 30 33 -1  3  1  1    0.0000000000000000e+00   0.0000000000000000e+00   0.8328055072859242e-08   0.1791747060295509e-07  -0.9589415530095852e-08
33 34 31 31 -1  3  3 -1   -0.1958784269483131e-03  -0.9793921347415664e-04  -0.1661035764355179e-07   0.6408200161338375e-08  -0.9796223203196135e-04
32 34 29 31 -1  3  1  1    0.0000000000000000e+00  -0.1759677527342261e-02  -0.1752796873687937e-07  -0.1628469826818385e-06   0.1759822846356206e-02
32 34 29 31  1  3  1  3    0.2007370768757974e-02  -0.3047850882293968e-02  -0.1517966620287698e-07  -0.2776831423118640e-06   0.5055484154528052e-02
31 33 31 33 -3  1 -1 -1    0.0000000000000000e+00  -0.2284272645384740e-02  -0.3191927654747177e-06   0.8591813337205424e-07   0.2283867534485893e-02
33 33 30 31  1 -1  1 -1    0.0000000000000000e+00   0.0000000000000000e+00  -0.1308138932053401e-07  -0.1308138932053400e-07  -0.3308722450212111e-23
33 33 30 31  1 -1 -1  1    0.0000000000000000e+00   0.0000000000000000e+00   0.1308138932053400e-07   0.1308138932053401e-07  -0.3308722450212111e-23
34 34 30 31  3 -1 -1  3   -0.4210498828501180e-03  -0.2105249414250590e-03   0.2586908268053061e-09   0.6975901784352759e-08  -0.2105316586360166e-03
30 34 30 33 -1  1  1 -1    0.0000000000000000e+00   0.0000000000000000e+00   0.4808204838141311e-08   0.1034465647581333e-07  -0.5536451637672018e-08
33 34 33 34 -1 -3 -1 -3    0.1018096692152775e+00   0.8087209776826909e-03  -0.1698019392969180e-07  -0.9698498823556000e-08   0.1010009409558997e+00
34 34 31 34  3 -1  3 -1    0.1405855309250141e-02  -0.4892580495798539e-03   0.1825998427506983e-08   0.1652264669077764e-09   0.1895115019601956e-02
32 33 29 34 -1  1 -1  1    0.0000000000000000e+00  -0.9983010707316893e-04  -0.9078223344268414e-09  -0.4111669506898132e-07   0.9987031594590349e-04
32 33 29 34  1  1 -1  3    0.0000000000000000e+00  -0.1729108175757698e-03  -0.1572394407473074e-08  -0.7121620489879238e-07   0.1729804613862611e-03
32 33 29 34 -1 -1 -1 -1    0.0000000000000000e+00  -0.9983010707316896e-04  -0.9078223344268414e-09  -0.4111669506898133e-07   0.9987031594590352e-04
34 34 30 31  3 -3 -1  1   -0.4210498828501179e-03  -0.2105249414250590e-03   0.2586908268053061e-09   0.6975901784352760e-08  -0.2105316586360165e-03
33 34 30 33  1 -3 -1 -1    0.0000000000000000e+00   0.0000000000000000e+00  -0.3096211430986016e-08   0.1440370286702294e-07  -0.1749991429800895e-07
32 34 29 34 -1 -3 -1 -3    0.3997758678615930e-03   0.1629327737865709e-03  -0.2353213273532895e-08  -0.1075599702558673e-06   0.2369483008320045e-03
32 33 29 34  1 -1 -1  1    0.0000000000000000e+00  -0.9983010707316896e-04  -0.9078223344268411e-09  -0.4111669506898133e-07   0.9987031594590352e-04
32 33 29 34 -1  1  1 -1    0.0000000000000000e+00   0.9983010707316896e-04   0.9078223344268411e-09   0.4111669506898133e-07  -0.9987031594590352e-04
34 33 31 33 -3 -1 -3 -1    0.6621465603769884e-02  -0.6394012242728223e-03  -0.4852279410115214e-07  -0.1606312875280462e-07   0.7260834368377357e-02
34 34 30 31  1 -1 -1  1    0.0000000000000000e+00   0.2105249414250589e-03  -0.4564370913966737e-08   0.2152840043580716e-08  -0.2105316586360165e-03
33 34 30 33  1 -1  1 -1    0.0000000000000000e+00   0.0000000000000000e+00  -0.1787598503147773e-08   0.8315981727603076e-08  -0.1010358023075085e-07
34 34 31 34  3 -1  1  1    0.0000000000000000e+00   0.0000000000000000e+00  -0.4216962734643961e-08  -0.4216962734643961e-08  -0.2714186384939622e-24
32 34 29 34  1 -3 -1 -1    0.0000000000000000e+00   0.9406928080548907e-04  -0.2717256633869635e-08  -0.6320334495025400e-07  -0.9400879471717268e-04
31 34 31 34 -1  3  3 -1    0.1886217096339669e-02   0.3117520834975467e-02  -0.9666561998195352e-08   0.1047990278223076e-07  -0.1231323885100578e-02
32 33 29 34  1  1  1  1    0.0000000000000000e+00   0.9983010707316896e-04   0.9078223344268414e-09   0.4111669506898133e-07  -0.9987031594590352e-04
32 33 29 34 -1 -1  1 -3    0.0000000000000000e+00   0.1729108175757698e-03   0.1572394407473074e-08   0.7121620489879238e-07  -0.1729804613862611e-03
